Year,Month,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
2015,6,0,0,0,0,0,18,5,40,61,49,0,28,0,2,45,27,26,0,2,3,2,70,75,99,467,210,263,81,0,0,
2015,7,3,18,15,0,0,0,0,17,74,70,3,0,0,6,0,4,10,85,87,68,1,16,67,46,154,116,202,87,75,108,68
2015,8,208,2,0,0,4,32,0,0,2,0,3,0,0,0,3,60,102,35,24,24,32,0,4,6,7,0,0,19,12,58,20
2015,9,160,170,58,1,0,5,1,0,0,8,2,0,6,15,2,2,0,0,30,84,33,1,0,38,2,0,0,0,0,0,
2015,10,5,0,4,7,0,0,44,15,78,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
2015,11,15,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,
2015,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2016,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,11,0,0
2016,4,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,
2016,5,0,23,15,0,9,2,0,0,0,0,0,0,0,7,0,0,0,4,2,76,93,69,0,25,9,21,0,0,2,0,2
2016,6,0,0,0,8,1,0,96,19,29,145,84,23,44,79,5,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,
2016,7,25,20,66,68,137,118,108,0,8,34,40,91,13,15,68,38,67,66,11,0,1,0,1,16,0,9,2,11,71,3,6
2016,8,26,0,0,5,15,12,61,5,35,57,33,3,46,0,0,3,6,25,0,0,30,20,0,33,39,0,9,2,0,2,5
2016,9,26,56,30,12,17,38,3,7,0,0,0,0,4,6,1,0,6,3,5,25,0,7,6,0,0,0,7,19,31,0,
2016,10,0,0,5,49,8,0,0,2,2,16,98,28,171,0,0,0,0,9,3,0,0,0,0,0,0,6,0,0,21,0,0
2016,11,0,0,0,0,9,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2016,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017,3,0,0,0,0,0,0,19,0,0,39,60,60,29,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
2017,4,0,0,0,0,57,5,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,58,53,42,49,0,0,0,0,0,
2017,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,17,0,0,0,0,0,0,0,0,0,0,37,15,43
2017,6,8,18,2,0,11,0,0,5,42,0,20,68,80,40,5,82,10,3,12,28,22,66,1,0,4,3,6,0,0,5,
2017,7,26,13,80,151,72,241,9,6,11,1,17,64,4,13,0,0,0,0,17,105,28,105,46,155,208,62,0,0,0,3,0
2017,8,20,14,1,6,7,2,3,1,23,74,13,94,24,11,34,49,6,4,0,0,0,1,4,0,23,21,64,2,0,0,30
2017,9,12,44,45,13,0,0,2,7,5,15,14,6,0,16,0,0,77,25,45,34,33,1,0,51,7,0,42,3,23,4,
2017,10,0,0,0,0,0,2,17,7,15,14,0,1,4,0,0,0,21,10,0,30,13,15,0,0,0,0,0,0,0,0,0
2017,11,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2017,12,0,0,0,0,0,0,0,0,17,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,1,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2018,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,47,0,0,1,0,0,0,5,0,0,1,
2018,5,3,0,6,0,9,2,0,10,0,0,1,51,0,0,1,0,2,16,7,23,16,0,0,0,2,4,0,0,0,0,19
2018,6,73,0,8,1,0,0,8,0,0,94,230,86,98,54,12,37,6,0,0,2,0,5,22,35,142,42,4,2,10,13,
2018,7,64,9,6,103,116,0,0,0,14,3,2,0,1,0,2,12,80,24,0,5,5,22,11,41,228,315,76,11,25,71,0
2018,8,40,12,29,13,2,6,4,3,1,0,3,21,0,0,0,0,13,4,10,6,8,9,8,2,3,0,0,7,111,18,65
2018,9,15,48,10,21,8,7,67,4,0,0,8,11,65,4,1,3,0,0,2,1,0,0,4,0,7,0,51,0,4,0,
2018,10,3,45,0,0,0,0,0,0,21,29,28,63,85,45,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,8
2018,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,,,
2019,3,0,0,0,0,0,36,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,0,0,3,0,0,1,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,5,0,0,6,5,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,9,0,35,23,0,0,0,0,0
2019,6,0,0,2,12,8,22,3,30,26,6,0,0,0,30,21,4,2,0,3,11,1,14,0,0,0,0,4,20,6,0,
2019,7,0,24,38,61,35,62,94,31,16,125,61,21,4,67,37,0,0,0,0,0,0,1,2,91,5,50,80,32,11,0,3
2019,8,3,5,10,9,0,0,7,11,69,28,2,7,45,47,1,10,62,1,43,0,0,9,15,6,14,0,7,0,0,0,1
2019,9,30,11,1,2,5,13,20,85,115,22,140,53,47,1,0,0,0,14,0,1,10,10,40,0,0,0,3,0,0,5,
2019,10,7,44,0,0,0,1,11,0,0,55,81,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,11,0,0,0,0,0,0,0,3,5,42,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1,0,11,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,17,15,18,0,0,0,
2020,5,3,0,1,25,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,64,13,4,0,0,0,0,50,0,3,20
2020,6,0,0,21,31,0,0,14,32,4,3,0,7,20,0,4,20,123,253,202,25,11,35,9,13,5,0,46,29,29,0,
2020,7,6,4,17,1,55,161,18,10,61,46,11,11,32,58,10,1,0,10,16,40,101,139,14,65,19,0,0,0,13,13,2
2020,8,0,8,51,100,14,8,22,34,0,5,3,80,22,0,40,155,125,67,55,23,24,5,122,25,21,40,6,7,1,0,5
2020,9,0,2,0,0,0,0,8,1,7,52,28,0,0,0,10,19,0,0,2,1,12,60,81,46,24,50,18,5,0,0,
2020,10,5,0,0,10,1,20,0,0,0,0,0,0,29,0,32,0,34,1,0,16,4,23,119,123,10,0,0,0,0,0,3
2020,11,4,8,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
